page_url,element_type,tag_name,id,classes,text,href,selector_css
https://platotech.com/training/,link,a,,fusion-button button-flat button-large button-default button-1 fusion-button-default-span fusion-button-default-type,Let’s Talk Solutions,https://platotech.com/lets-talk-solutions/,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(1) > div > div > a
https://platotech.com/training/,link,a,,fusion-button button-flat button-large button-default button-2 fusion-button-default-span fusion-button-default-type,Subscribe,https://platotech.us10.list-manage.com/subscribe?u=01b55587448150a600b7c501b&id=9710a03091,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(2) > div > div:nth-child(2) > a
https://platotech.com/training/,link,a,,fusion-social-network-icon fusion-tooltip fusion-facebook awb-icon-facebook,,https://www.facebook.com/platotechcareers,a.fusion-social-network-icon.fusion-tooltip.fusion-facebook.awb-icon-facebook
https://platotech.com/training/,link,a,,fusion-social-network-icon fusion-tooltip fusion-instagram awb-icon-instagram,,https://www.instagram.com/platotechcareers/,a.fusion-social-network-icon.fusion-tooltip.fusion-instagram.awb-icon-instagram
https://platotech.com/training/,link,a,,fusion-social-network-icon fusion-tooltip fusion-linkedin awb-icon-linkedin,,https://www.linkedin.com/company/platotechinc/,a.fusion-social-network-icon.fusion-tooltip.fusion-linkedin.awb-icon-linkedin
https://platotech.com/training/,link,a,,fusion-social-network-icon fusion-tooltip fusion-spotify awb-icon-spotify,,https://open.spotify.com/show/3R25Z22rNGuS92L4TSl2wR,a.fusion-social-network-icon.fusion-tooltip.fusion-spotify.awb-icon-spotify
https://platotech.com/training/,link,a,menu-item-2786-link,fusion-bar-highlight,Accessibility Testing,https://platotech.com/services/accessibility-testing/,#menu-item-2786-link
https://platotech.com/training/,link,a,menu-item-2612-link,fusion-bar-highlight,Content Migration and QA,https://platotech.com/services/content-migration-and-qa/,#menu-item-2612-link
https://platotech.com/training/,link,a,menu-item-2617-link,fusion-bar-highlight,Test Advisory,https://platotech.com/services/test-advisory/,#menu-item-2617-link
https://platotech.com/training/,link,a,menu-item-2618-link,fusion-bar-highlight,User Acceptance Testing,https://platotech.com/services/user-acceptance-testing/,#menu-item-2618-link
https://platotech.com/training/,link,a,menu-item-2787-link,fusion-bar-highlight,IT & Business Consulting,https://platotech.com/services/it-business-consulting/,#menu-item-2787-link
https://platotech.com/training/,link,a,,,Design de Plume Inc.,https://designdeplume.com/,div.fusion-text.fusion-text-24 > p > a
https://platotech.com/training/,link,a,cookiesck,cli-plugin-main-link,Privacy & Cookies Policy,https://platotech.com/privacy-policy/,#cookiesck
https://platotech.com/training/,link,a,cookie_action_close_header,medium cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button wt-cli-accept-btn,ACCEPT,#,#cookie_action_close_header
https://platotech.com/training/,link,a,,cli-privacy-link,Privacy Overview,#privacy-overview,a.cli-privacy-link
https://platotech.com/training/,link,a,,cli-nav-link cli-nav-necessary,Necessary,#necessary,a.cli-nav-link.cli-nav-necessary
https://platotech.com/training/,link,a,,cli-nav-link cli-nav-non-necessary,Non-necessary,#non-necessary,a.cli-nav-link.cli-nav-non-necessary
https://platotech.com/training/,link,a,,wt-cli-privacy-save-btn cli_setting_save_button,SAVE & ACCEPT,#,a.wt-cli-privacy-save-btn.cli_setting_save_button
https://platotech.com/training/,link,a,awb-to-top,fusion-top-link,Go to Top,#,#awb-to-top
https://platotech.com/training/,content,h1,,title-heading-left fusion-responsive-typography-calculated,Training Program,,h1.title-heading-left.fusion-responsive-typography-calculated
https://platotech.com/training/,content,span,,,Training Program,,body > div:nth-child(1) > div:nth-child(3) > div > div > div > div > span
https://platotech.com/training/,content,h2,,title-heading-left fusion-responsive-typography-calculated,Want to start your career in tech?,,body > div:nth-child(1) > main > div > div > div > section:nth-child(1) > div > div > div > div > div > h2
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Join our training program to become a software tester.,,body > div:nth-child(1) > main > div > div > div > section:nth-child(1) > div > div > div > div > div > p:nth-child(2)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,"The PLATO Software Tester Training program consists of five months of in-class training and a paid internship. Successful graduates are offered a full-time apprentice position with full benefits and paid vacation. Upon completion, they join the team as junior software testers.",,body > div:nth-child(1) > main > div > div > div > section:nth-child(1) > div > div > div > div > div > p:nth-child(3)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,"Our PLATO training program began in 2015 and has since trained more than 300 Indigenous software testers, many of whom still work for the company today in and around their home communities.",,body > div:nth-child(1) > main > div > div > div > section:nth-child(1) > div > div > div > div > div > p:nth-child(4)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,The PLATO train-and-employ model is a unique approach to software testing training that combines classroom instruction with hands-on experience. Our program is designed to provide students with the skills and knowledge they need to succeed in the tech industry.,,body > div:nth-child(1) > main > div > div > div > section:nth-child(2) > div > div > div > div:nth-child(1) > div > p
https://platotech.com/training/,content,h3,,title-heading-left fusion-responsive-typography-calculated,Classroom Instruction,,body > div:nth-child(1) > main > div > div > div > section:nth-child(2) > div > div > div > div:nth-child(2) > div > div > h3
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,"Our classroom instruction is led by experienced software testers who are passionate about sharing their knowledge with students. We cover a wide range of topics, including software testing fundamentals, test automation, and agile methodologies.",,body > div:nth-child(1) > main > div > div > div > section:nth-child(2) > div > div > div > div:nth-child(2) > div > div > p
https://platotech.com/training/,content,h3,,title-heading-left fusion-responsive-typography-calculated,Paid Internship,,body > div:nth-child(1) > main > div > div > div > section:nth-child(2) > div > div > div > div:nth-child(3) > div > div > h3
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,"Our paid internship program provides students with the opportunity to apply their skills in a real-world setting. Students work on actual software testing projects, gaining valuable experience and building their professional network.",,body > div:nth-child(1) > main > div > div > div > section:nth-child(2) > div > div > div > div:nth-child(3) > div > div > p
https://platotech.com/training/,content,h3,,title-heading-left fusion-responsive-typography-calculated,Full-Time Employment,,body > div:nth-child(1) > main > div > div > div > section:nth-child(2) > div > div > div > div:nth-child(4) > div > div > h3
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Successful graduates of our program are offered a full-time apprentice position with PLATO. This is a unique opportunity to start a career in the tech industry with a company that is committed to diversity and inclusion.,,body > div:nth-child(1) > main > div > div > div > section:nth-child(2) > div > div > div > div:nth-child(4) > div > div > p
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,"The PLATO training program is available to Indigenous people across Canada. We have training locations in several cities, and we also offer remote training options.",,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(1) > div > p
https://platotech.com/training/,content,h3,,title-heading-left fusion-responsive-typography-calculated,Requirements,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(2) > div > div > h3
https://platotech.com/training/,content,li,,,"Identify as First Nations (Status or Non-Status), Inuit, or Métis",,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(2) > div > div > ul > li:nth-child(1)
https://platotech.com/training/,content,li,,,Have a high school diploma or GED equivalent,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(2) > div > div > ul > li:nth-child(2)
https://platotech.com/training/,content,li,,,Be eligible to work in Canada,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(2) > div > div > ul > li:nth-child(3)
https://platotech.com/training/,content,li,,,Pass a pre-screening interview and aptitude test,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(2) > div > div > ul > li:nth-child(4)
https://platotech.com/training/,content,h3,,title-heading-left fusion-responsive-typography-calculated,Upcoming Courses,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > h3
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Upcoming Courses,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(2)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Vancouver/Kamloops,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(3)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,September 2024,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(4)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Regina,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(5)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,September 2024,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(6)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Sault Ste. Marie,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(7)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,September 2024,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(8)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Prince Albert,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(9)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,September 2024,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(10)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Calgary,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(11)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,September 2024,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(12)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,Edmonton,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(13)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,September 2024,,body > div:nth-child(1) > main > div > div > div > section:nth-child(3) > div > div > div > div:nth-child(3) > div > div > p:nth-child(14)
https://platotech.com/training/,content,span,,fusion-button-text,Apply Now,,body > div:nth-child(1) > main > div > div > div > section:nth-child(4) > div > div > div > div > div > a > span
https://platotech.com/training/,content,span,,fusion-toggle-heading,What is software testing?,,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(1) > div > h4 > span
https://platotech.com/training/,content,p,,,"Software testing is the process of evaluating and verifying that a software product or application does what it is supposed to do. The benefits of testing include preventing bugs, reducing development costs and improving performance.",,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(1) > div > div > p
https://platotech.com/training/,content,span,,fusion-toggle-heading,What does a software tester do?,,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(2) > div > h4 > span
https://platotech.com/training/,content,p,,,"Software testers are responsible for the quality of software development and deployment. They are involved in performing automated and manual tests to ensure the software created by developers is fit for purpose. Some of the duties they are responsible for include analysis of software, and systems, mitigate risk and prevent software issues.",,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(2) > div > div > p
https://platotech.com/training/,content,span,,fusion-toggle-heading,What are the benefits of the PLATO training program?,,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(3) > div > h4 > span
https://platotech.com/training/,content,p,,,The PLATO training program offers a unique opportunity for Indigenous people to start a career in the technology sector. Our program provides:,,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(3) > div > div > p
https://platotech.com/training/,content,li,,,Comprehensive software testing training,,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(3) > div > div > ul > li:nth-child(1)
https://platotech.com/training/,content,li,,,Paid internship experience,,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(3) > div > div > ul > li:nth-child(2)
https://platotech.com/training/,content,li,,,Guaranteed full-time employment upon successful completion,,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(3) > div > div > ul > li:nth-child(3)
https://platotech.com/training/,content,li,,,Competitive salary and benefits package,,body > div:nth-child(1) > main > div > div > div > section:nth-child(5) > div > div > div > div > div > div > div:nth-child(3) > div > div > ul > li:nth-child(4)
https://platotech.com/training/,content,h2,training-testimonials,title-heading-left fusion-responsive-typography-calculated,Testimonials,,#training-testimonials
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,“I feel more involved with my culture by working here”,,body > div:nth-child(1) > main > div > div > div > section:nth-child(6) > div > div > div > div:nth-child(1) > div > div > p:nth-child(1)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,"– Shawnee Polchis-Lanteigne, PLATO Fredericton Graduate",,body > div:nth-child(1) > main > div > div > div > section:nth-child(6) > div > div > div > div:nth-child(1) > div > div > p:nth-child(2)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,“I test the app to make sure that it functions properly.”,,body > div:nth-child(1) > main > div > div > div > section:nth-child(6) > div > div > div > div:nth-child(2) > div > div > p:nth-child(1)
https://platotech.com/training/,content,p,,fusion-responsive-typography-calculated,"– Candice Tangie, PLATO Sault Ste. Marie Graduate",,body > div:nth-child(1) > main > div > div > div > section:nth-child(6) > div > div > div > div:nth-child(2) > div > div > p:nth-child(2)
https://platotech.com/training/,content,h2,,title-heading-left fusion-responsive-typography-calculated,Build better software & make a social impact.,,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(1) > div > div > h2
https://platotech.com/training/,content,span,,fusion-button-text-left,Let’s Talk Solutions,,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(1) > div > div > a > span
https://platotech.com/training/,content,h4,,fusion-responsive-typography-calculated,GENERAL BUSINESS INQUIRIES,,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(2) > div > div:nth-child(1) > h4
https://platotech.com/training/,content,h4,,fusion-responsive-typography-calculated,NEWSLETTER: PLATO Views,,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(2) > div > div:nth-child(2) > h4
https://platotech.com/training/,content,span,,fusion-button-text-left,Subscribe,,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(2) > div > div:nth-child(2) > a > span
https://platotech.com/training/,content,h4,,fusion-responsive-typography-calculated,SOCIALS,,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(2) > div > div:nth-child(3) > h4
https://platotech.com/training/,content,h4,,fusion-responsive-typography-calculated,SERVICES,,body > div:nth-child(1) > div:nth-child(4) > div > div > div > div:nth-child(3) > div > h4
https://platotech.com/training/,content,li,menu-item-2613,menu-item menu-item-type-post_type menu-item-object-page menu-item-2613,Test Automation,,#menu-item-2613
https://platotech.com/training/,content,span,,menu-text,Test Automation,,#menu-item-2613 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,li,menu-item-2614,menu-item menu-item-type-post_type menu-item-object-page menu-item-2614,Functional Testing,,#menu-item-2614
https://platotech.com/training/,content,span,,menu-text,Functional Testing,,#menu-item-2614 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,li,menu-item-2615,menu-item menu-item-type-post_type menu-item-object-page menu-item-2615,Performance Testing,,#menu-item-2615
https://platotech.com/training/,content,span,,menu-text,Performance Testing,,#menu-item-2615 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,li,menu-item-2616,menu-item menu-item-type-post_type menu-item-object-page menu-item-2616,Enterprise Resource Planning (ERP) Testing,,#menu-item-2616
https://platotech.com/training/,content,span,,menu-text,Enterprise Resource Planning (ERP) Testing,,#menu-item-2616 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,li,menu-item-2786,menu-item menu-item-type-post_type menu-item-object-page menu-item-2786,Accessibility Testing,,#menu-item-2786
https://platotech.com/training/,content,span,,menu-text,Accessibility Testing,,#menu-item-2786 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,li,menu-item-2612,menu-item menu-item-type-post_type menu-item-object-page menu-item-2612,Content Migration and QA,,#menu-item-2612
https://platotech.com/training/,content,span,,menu-text,Content Migration and QA,,#menu-item-2612 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,li,menu-item-2617,menu-item menu-item-type-post_type menu-item-object-page menu-item-2617,Test Advisory,,#menu-item-2617
https://platotech.com/training/,content,span,,menu-text,Test Advisory,,#menu-item-2617 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,li,menu-item-2618,menu-item menu-item-type-post_type menu-item-object-page menu-item-2618,User Acceptance Testing,,#menu-item-2618
https://platotech.com/training/,content,span,,menu-text,User Acceptance Testing,,#menu-item-2618 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,li,menu-item-2787,menu-item menu-item-type-post_type menu-item-object-page menu-item-2787,IT & Business Consulting,,#menu-item-2787
https://platotech.com/training/,content,span,,menu-text,IT & Business Consulting,,#menu-item-2787 > a.fusion-background-highlight > span.menu-text
https://platotech.com/training/,content,p,,,PLATO | All Rights Reserved | Website by Design de Plume Inc.,,div.fusion-text.fusion-text-24 > p
https://platotech.com/training/,content,span,,,"We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. By clicking “Accept”, you consent to the use of ALL the cookies.Cookie settingsACCEPT",,#cookie-law-info-bar > span
https://platotech.com/training/,content,span,cookie_hdr_showagain,,Privacy & Cookies Policy,,#cookie_hdr_showagain
https://platotech.com/training/,content,button,cliModalClose,cli-modal-close,Close,,#cliModalClose
https://platotech.com/training/,content,span,,wt-cli-sr-only,Close,,#cliModalClose > span.wt-cli-sr-only
https://platotech.com/training/,content,h4,,fusion-responsive-typography-calculated,Privacy Overview,,div.cli-privacy-overview > h4.fusion-responsive-typography-calculated
https://platotech.com/training/,content,span,,cli-necessary-caption,Always Enabled,,span.cli-necessary-caption
https://platotech.com/training/,content,span,,wt-cli-sr-only,Non-necessary,,label.cli-slider > span.wt-cli-sr-only
https://platotech.com/training/,content,span,awb-to-top-label,screen-reader-text,Go to Top,,#awb-to-top-label
